Title,Abstract Note,Manual Tags,LLM_Relevant,LLM_Response
Professionals’ attitudes towards people with intellectual disabilities who self-harm: A literature review,"Background: National Institute for Health and Care Excellence (NICE, 2013) Guidance on Self-Harm states that professionals supporting people who self-harm should demonstrate compassion, respect and dignity. This literature review examines the evidence for professionals’ attitudes towards people with intellectual disabilities who self-harm. Method: Four databases (PsychInfo, IBSS, CINAHL and Medline) were systematically searched to find relevant research since 2000. Results: Four studies met the criteria. Attitudes of professionals supporting people with intellectual disabilities are contrasted with those of professionals in settings focused on supporting people without intellectual disabilities. Professionals supporting people with intellectual disabilities tended to display attitudes and attributions reflective of biobehavioural and psychosocial theories of self-harm, with a greater emphasis on relationships. Conclusion: Much more research is needed which examines the attitudes of professionals supporting people with intellectual disabilities who self-harm.",article; automutilation; data base; evidence based medicine; health care policy; health personnel attitude; health service; human; intellectual impairment; social psychology; systematic review,False,Out
The Diagnostic Behavioral Assessment for autism spectrum disorder - Revised: A screening instrument for adults with intellectual disability suspected of autism spectrum disorders,"Given the strong association between intellectual disability (ID) and autism spectrum disorder (ASD), standardized instruments for the assessment of ASD in adults with ID are desirable. The Diagnostic Behavioral Assessment for ASD - Revised (DiBAS-R) is a DSM-5/ICD-10 based caregiver-report screening tool that consists of 19 Likert-scaled items. This study evaluated the item-validities, item-difficulties, item-variances, part-whole corrected item total-correlations, reliability, and the factorial, diagnostic, and convergent/discriminant validities of the DiBAS-R in a clinical, adult ID sample (N = 219). Factor analysis yielded two consistent dimensions; i.e., social interaction/communication and stereotypy/rigidity/sensory abnormalities. The diagnostic validity was adequate, as reflected by an area under the curve of 0.89 and balanced sensitivity and specificity values of 81%. The DiBAS-R total scores were significantly correlated with the Social Communication Questionnaire (r = 0.52), the Scale for Pervasive Developmental Disorders in Mentally Retarded Persons (r = 0.50), and the Autism-Checklist (r = 0.59), while no significant correlation with the Modified Overt Aggression Scale was observed. The interrater reliability was excellent (ICC = 0.88). These findings indicate that the DiBAS-R is a promising and psychometrically sound instrument for ASD screening of adults with ID. © 2014 Elsevier Ltd.",adult; area under the curve; article; autism; comparative study; convergent validity; diagnostic behavioral assessment for autism spectrum disorder revised; diagnostic test accuracy study; discriminant validity; female; human; intellectual impairment; interpersonal communication; interrater reliability; major clinical study; male; priority journal; psychological rating scale; rigidity; screening; sensitivity and specificity; social interaction; stereotypy,False,Out
"Communication, social-emotional development and parenting stress in Cornelia-de-Lange syndrome","Cornelia-de-Lange syndrome is a dysmorphogenic disorder characterized by multiple congenital abnormalities, and in most cases, severe cognitive limitations. Parents of 27 children (aged 1–16 yrs) with Cornelia-de-Lange syndrome completed psychological questionnaires concerning communicative and social-emotional behaviors, and reported on their parenting stress. Only 4 children were able to use speech, but most of the older children expressed needs through non-verbal means. Feeding problems, over-activity, irritability, and stereotyped behaviors were characteristic for the majority of the group. Self-injurious behaviors occurred in more than 40% of these children. Parenting stress was very high, especially in parents of older children. (PsycInfo Database Record (c) 2024 APA, all rights reserved)",Adolescence (13-17 yrs); Childhood (birth-12 yrs); Communication; Congenital Disorders; Cornelia De Lange Syndrome; Emotional Adjustment; Female; Infancy (2-23 mo); Intellectual Development Disorder; Male; Parental Characteristics; Parental Stress; Preschool Age (2-5 yrs); School Age (6-12 yrs); Social Behavior; Stress,False,Out
Representation of people with intellectual disabilities in randomised controlled trials on antipsychotic treatment for behavioural problems,"Background Behavioural problems are common in people with intellectual disability (ID) and are often treated with antipsychotics. Aim To establish the frequency and characteristics of people with ID included in randomised controlled trials (RCTs) on antipsychotic treatment for behavioural problems, and to investigate the quality of these RCTs. Methods A literature search in EMBASE, PubMed and Cochrane was performed and reviewed. Results People with ID participated in 27 of the 100 included RCTs. The RCTs were of good quality but smaller compared with trials in patients with dementia or schizophrenia (average sample sizes=55, 124 and 374). In 13/27 trials no clear definition of ID was given. Over 25 different outcome measures were used to assess behavioural problems. Conclusions Studies in which people with ID are included are of a sufficient quality, but of a small size. The heterogeneity in the characteristics of the ID population included as well as in the applied assessment instruments makes performing meta-analyses unfeasible. © 2010 The Authors. Journal of Intellectual Disability Research © 2010 Blackwell Publishing Ltd.",acting out; aggression; agitation; anger; article; automutilation; behavior disorder; Cochrane Library; dementia; disruptive behavior; eltoprazine; Embase; haloperidol; hostility; human; impulsiveness; intellectual impairment; Medline; methylphenidate; neuroleptic agent; outcome assessment; pipamperone; pipotiazine; population; psychiatric treatment; quality control; randomized controlled trial (topic); risperidone; schizophrenia; thioridazine; violence; zuclopenthixol decanoate,False,Out
Behavioural and Psychological Symptoms in Dementia in Daily Practice,"Background: The high prevalence of behavioural and psychological symptoms in dementia burdens caregivers of people with intellectual disability and challenges organizations. They require new, specific support methods. Organizations should prepare their staff and families and might reorganize or seek cooperation with dementia experts. We focus on different presentations of BPSD in practice and on the challenges caregivers and organizations meet. Methods: We derived data from our daily work in a service for people with intellectual disability, of whom several have and had dementia; from the stories daily caregivers tell us and the questions they pose on the regular courses we give on dementia in Flanders; from the expertise of the Flemish Centre of Expertise in Dementia; and from scientific research (i.e., our GOUD-Vlaanderen study, KU Leuven). Results: We illustrate, both from practice and from research, different behavioural and psychological symptoms in people with intellectual disability. Memory loss, delusional thinking and hallucinations, lowered or heightened moods, irritability, apathy or aggression, restlessness, difficulties with eating, drinking or sleeping challenge the client, the people living with the client and caregivers. We present some of the challenges for daily caregivers and organizations when confronted with BPSD, and some important guidelines for organizations, derived from the systematic literature review we performed. Conclusions: The challenges caused by (changing) behavioural and psychological symptoms threaten both the well-being of clients and of their caregivers. It is important that caregivers, and if possible also clients, are well informed on these symptoms, on their causes, on the best ways to support these behaviours and to remain well balanced. Training, cooperation with experts and preparing organizations are key.",aggression; amnesia; apathy; behavior; behavioral and psychological symptoms of dementia; caregiver; conference abstract; dementia; diagnosis; Flanders; hallucination; human; intellectual impairment; irritability; mood; practice guideline; prevalence; restlessness,False,Out
Self‐ and proxy‐rated needs in adults with mild to moderate intellectual disabilities: Perspective matters,"Background: Adults with an intellectual disability should be supported according to their individual needs. The perception of need, however, is influenced by the values and expectations of the judging person. Method: Using the Camberwell Assessment of Need for Adults with Developmental and Intellectual Disabilities, self-and proxy-rated needs of <i>n</i> = 193 adults with mild to moderate intellectual disability were compared. Results: Mean total needs and met needs, but not unmet needs, differed significantly between perspectives. As concerns the assessment of specific areas of need, indices revealed a complex and multifaceted pattern of agreement and disagreement. Conclusion: Different viewpoints should be considered when assessing needs among adults with intellectual disability. With respect to areas other than basic, everyday areas of need, involvement of the adult with intellectual disability is strongly recommended. The assessment of mental health problems requires the involvement of clinical professionals, assessing problem behavior broad diagnostic measures beyond a standardized instrument. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adulthood (18 yrs & older); Aged (65 yrs & older); Female; Intellectual Development Disorder; Male; Middle Age (40-64 yrs); Need Satisfaction; Needs; Needs Assessment; Thirties (30-39 yrs); Young Adulthood (18-29 yrs),False,Out
Elevated Suicidal Thoughts and Behaviors and Nonsuicidal Self-Injury in Autistic Youth and Adults: A Multinational Study,"Background: Autistic people are at significant risk for suicidal thoughts and behaviors (STBs) and nonsuicidal self-injury (NSSI). We examined STB and NSSI in different age-groups, considering sex- and age-based effects, in a pooled multinational sample of English-speaking autistic children and adults. Methods: We administered the Columbia-Suicide Severity Rating Scale to 245 autistic people without intellectual disability (139 youth and 106 adults; 46.1% female sex; Mage = 24.8, SDage = 16.3 years, range = 7-70) or their caregivers in Australia, Canada, and the United States. The study samples were enriched with autistic people experiencing depression and suicidality. Results: Most participants (87.8%) reported suicidal ideation and NSSI (56.3%). Nearly one-third of autistic people (31.0%) reported a lifetime suicide attempt (M = 2.9 attempts; range = 1-26); overdosing was the most common method of suicide attempt. Sex was not a significant risk factor for suicidal ideation, behavior, or NSSI. Increases in lifetime suicidal ideation were observed across older age-groups, with those aged over 18 years reporting more severe and longer-lasting ideation than in children or adolescents. The youngest age of suicide attempt was 7 years in this sample, and the average ages of first/initial, most lethal, and most recent suicide attempts in youth (n = 24) and adults (n = 42) were 16.6, 19.2, and 20.8 years old, respectively. Conclusion: Regardless of age-group, autistic people across the lifespan constitute a high-priority group for suicide prevention strategies, development of appropriate assessments, and evaluation of system-level programs that effectively address the problem of preventable death by suicide.",adolescent; adult; age; article; Australia; autism; automutilation; behavior; Canada; caregiver; child; Columbia suicide severity rating scale; controlled study; depression; female; groups by age; human; intellectual impairment; juvenile; lifespan; major clinical study; male; risk factor; self poisoning; special situation for pharmacovigilance; suicidal behavior; suicidal ideation; suicide; suicide attempt; suicide prevention; United States,False,Out
"Type, content, and triggers for self-injurious thoughts and behaviors in autistic youth and their disclosure to caregivers","Rates of self-injurious thoughts and behaviors are elevated among autistic youth, yet research is limited to caregiver report or single-item questionnaires. Investigation of specific suicidal thoughts, triggers, and disclosure is needed to improve risk assessment and interventions. The current study characterized self-injurious thoughts and behaviors in a sample of autistic youth without intellectual disability presenting for outpatient psychological services. The Columbia-Suicide Severity Rating Scale and qualitative follow-up questions were administered to 103 autistic youth (10–17 years of age). Most autistic youth (n = 86; 83.5%) reported lifetime suicidal thoughts. Suicide thought content most commonly included abstract thoughts of dying/suicide (n = 20; 23.3%) and death by cutting (n = 13; 15.1%). Half of youth experiencing suicidal thoughts (n = 43; 50.0%) denied disclosure to their caregiver. Nearly one in four youth attempted suicide (n = 25; 24.3%), and some youth (n = 16; 15.5%) sought help from caregivers to prevent an attempt. Sadness/depression and bullying/teasing were the most commonly reported triggers of suicidal behaviors. Among autistic youth with lifetime nonsuicidal self-injury (n = 52; 50.5%), head hitting (n = 28; 45.2%) and cutting (n = 20; 32.3%) were the most reported types. Findings underscore the importance of targeted prevention and intervention to address self-injurious thoughts and behaviors in autistic youth and continued research to understand barriers and modifiable factors to facilitate self-injurious thoughts and behaviors disclosure. Lay abstract: Self-injurious thoughts and behaviors are high among autistic youth, yet research most often relies on caregiver reports and does not include youth perspectives. Relatedly, specific characteristics of self-injurious thoughts and behaviors (e.g. type of behavior, thought content, triggers), and choices to share these thoughts and behaviors with caregivers/parents (or not), have not been studied in autistic youth. With limited information on self-injurious thoughts and behaviors in autistic youth, clinicians and families supporting autistic youth in crisis continue to experience major challenges to best assess and support youth. Therefore, to begin to understand youth perspectives of self-injurious thoughts and behaviors, we administered a self-injurious thoughts and behaviors clinical interview (Columbia-Suicide Severity Rating Scale; C-SSRS) to 103 autistic youth without intellectual disability (10–17 years of age) at a clinic for outpatient mental health services. We added follow-up questions to the interview about suicide to better understand what youth think about when it comes to suicide, what triggers them to feel suicidal, and whether they let their caregiver know about what they are thinking and feeling. Results show that most autistic youth reported suicidal thoughts at some point in their life (n = 86; 83.5%), with thoughts of dying/suicide (n = 20; 23.3%) and death by cutting (n = 13; 15.1%) as common thought content. Half of youth experiencing suicidal thoughts (n = 43; 50.0%) did not share this with their caregiver. Nearly one in four youth had attempted suicide at some point in their life (n = 25; 24.3%), while some youth (n = 16; 15.5%) sought help from caregivers to prevent an attempt. Sadness/depression and bullying/teasing were the most common triggers of suicidal behaviors, while anger/frustration was the leading trigger for nonsuicidal self-injury. Findings can be used to improve current assessment tools and prevention approaches for autistic youth to create better support for autistic youth in crisis.",adolescent; article; autism; automutilation; behavior; bullying; caregiver; child; data analysis software; depression; disclosure; dying; female; follow up; human; intellectual impairment; major clinical study; male; mortality; questionnaire; risk assessment; sadness; SPSS version 28.0 software; suicidal behavior; suicidal ideation; transgender; trigger point,False,Out
Factors influencing the educational placement of students with autism spectrum disorders,"Due to legal and therapeutic reasons, children with autism spectrum disorders (ASD) are often educated in general education settings. As such, it is important to understand the variables that might affect a student's placement in inclusive education settings, simultaneously considering student variables (e.g., disability label) and teacher variables (e.g., knowledge of autism). Investigators experimentally manipulated the cognitive ability and diagnostic label of a student with ASD, characteristics and asked first grade teachers to provide their opinion on the student's educational placement. Results suggested that cognitive ability, but not label, significantly impacted decision making. The results hold important implications for special education decision making as well as training for educators.© 2013 Elsevier Ltd. All rights reserved.",adult; article; Asperger syndrome; attitude; attitude to illness; autism; cognition; cognitive defect; controlled study; decision making; developmental disorder; disruptive behavior; female; human; intellectual impairment; intelligence; language disability; learning disorder; male; pilot study; priority journal; self concept; special education; teacher; teacher attitude; vocational education; work experience,False,Out
Psychosocial factors associated with the trajectories of interparental conflict for Australian fathers of autistic children: A longitudinal study across 10 years of child development,"Limited research exists on fathers’ experiences of interparental conflict (IPC) in families with autistic children. We aimed to identify: (1) the extent to which these fathers report IPC across 10 years of child development (4–14 years) and how this compares to fathers of non-autistic children; (2) distinct trajectories of IPC for fathers of autistic children and (3) factors associated with trajectories of IPC among fathers of autistic children. This is a retrospective study using a national dataset. Participants were 281 fathers of autistic children and 7046 fathers of non-autistic children. Although small effect sizes, fathers of autistic children, on average, reported significantly higher IPC when their child was 4–5, 6–7, 8–9 and 10–12 years of age, compared to fathers of non-autistic children. For fathers of autistic children, longitudinal latent class analysis revealed three profiles reflecting ‘low and stable’, ‘moderate and stable’ and ‘persistently elevated’ levels of IPC over time. Regression analysis revealed a range of predictors (e.g. co-parenting support, father age) for fathers of autistic children experiencing ‘moderate and stable’ and ‘persistently elevated’ IPC as compared to fathers who experienced low levels of IPC. There is a significant portion of fathers of autistic children who experience ongoing and heightened IPC, highlighting the need for targeted support. Lay Abstract: Not much is known about how fathers experience conflict with their partners (either verbal or physical) while raising an autistic child. This study focused on understanding these experiences over 10 years, following children from the age of 4 to 14 years. The study had two main goals: (1) to track how fathers experience conflict with their partners over this time and identify different patterns to these experiences; and (2) to find psychosocial factors in early childhood that might impact these patterns. The study included 281 fathers of autistic children and 7046 fathers of non-autistic children who took part in ‘Growing Up in Australia: Longitudinal Study of Australian Children’. Using a statistical method to group fathers based on the partner conflict they reported over the 10 years, results showed that there were three groups: (1) ‘low and stable’, (2) ‘moderate and stable’ and (3) ‘persistently elevated’ experiences of partner conflict. Additional analysis showed that fathers’ confidence in their parenting, perceived support from their partners and concerns about their child’s language skills were associated with ongoing moderate levels of partner conflict. On the other hand, fathers who were older, had lower perceived support from their partners, partners experiencing psychological distress and higher parent-reported child social functioning were more likely to experience consistently high levels of conflict over time. In our study, we described different levels of conflict with their partners reported by fathers of autistic children. We also identified some of the factors that were associated with different levels of conflict. These might be used to inform interventions to reduce parental conflict in the future.",5 point scale; accuracy; adolescent; adult; aggression; article; Australian; Australias universal health database; autism; best fitting model; caregiver; child; child behavior; child behaviour difficulties; child development; child expressive language ability; child receptive language ability; child social functioning; cohort analysis; community assessment; conservative treatment; construct validity; contextual factor; controlled study; CoParental Communication Scale; coparenting support; data analysis software; demography; descriptive research; distress syndrome; entropy; family conflict; father parenting self efficacy; female; Full Information Maximum Likelihood; human; independent variable; intellectual impairment; internal consistency; Kessler Psychological Distress Scale (K6); language disability; logistic regression analysis; longitudinal latent class analysis; longitudinal study; major clinical study; male; mental disease; mental health; Paediatric Quality of Life 4.0; Parents Evaluation of Developmental Status; partner psychological distress; physical conflict behaviour; preliminary data; preschool child; psychological distress assessment; psychosocial care; regression analysis; remoteness; research; retrospective study; risk factor; school child; social interaction; Socioeconomic Index For Areas; SPSS version 29; Subscale from Quality of Coparental Interactions Scale; Total Difficulties of the Strengths and Difficulties Questionnaire; vuong lo mendell rubin likelihood ratio test,False,Out
Identifying the foci of interest to nurses in Irish intellectual disability services,"The role of nursing in intellectual disability services has not been constructively debated in the Republic of Ireland. The single report on such nursing in recent years retained a biomedical bias and was prepared within the context of staffing shortages. Intellectual disability nursing in Ireland is at a crucial juncture, with various forces seeking to relegate it to a postgraduate specialist subject. The specific input of intellectual disability nursing to the broader profession may be lost, and may be subsumed within an illness model unrepresentative of the reality of care. The purpose of this study was to explore this specific input and to identify foci for nursing intervention within residential intellectual disability care. This was achieved through a Delphi study; three focus groups held among Irish intellectual disability nurses working in three service settings; and personal interviews held with residential service/nurse managers. © 2004 SAGE PUBLICATIONS.",anger; article; bath; emotional stability; health services research; human; humor; infection control; intellectual impairment; interview; Ireland; mouth hygiene; nurse attitude; nurse patient relationship; nurse practitioner; nursing staff; nutrition; personal hygiene; priority journal; recreation; residential care; self care; skin care; social interaction; socialization; teaching; verbal communication,False,Out
Agreement on childhood disability between parents and teachers in Vietnam,"The purpose of the present study was to examine agreement on childhood disability among the teachers and parents of children with cognitive delays in Vietnam. The participants were 57 teachers in kindergarten programmes (for children 2 to 6 years of age), and 106 mothers and 93 fathers of the children attending these kindergarten programmes. The data were collected using the ABILITIES Index and a demographic information form. The results indicated that teachers rated the children's level of functioning more severely, especially in the areas of intellectual disabilities and behaviour problems, than mothers and fathers. Logistic regression that examined the factors that predicted the agreement and disagreement among parents and teachers revealed that teachers and parents were more likely to agree when the child's disability was genetically related or physical. Screening, diagnosis and treatment issues can become more challenging for children with intellectual disabilities who do not have such physical and genetic conditions, especially when the agreement between parents and professionals on the conditions of the children is low. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",Adulthood (18 yrs & older); Behavior Problems; Childhood (birth-12 yrs); Cognitive Ability; Disabilities; Female; Intellectual Development Disorder; Male; Parents; Pediatrics; Preschool Age (2-5 yrs); School Age (6-12 yrs); Teachers,False,Out
Sibling experiences in families of individuals with williams syndrome,"Introduction: Although individuals with Williams syndrome (WS) are known to be at heightened risk for anxiety disorders and social victimization, families of these individuals frequently report positive effects of having a child with WS. However, few studies have been conducted examining outcomes for siblings of this population. Methods: We used an online survey to collect data from 20 siblings of individuals with Williams syndrome on stress, the sibling relationship, and behavior problems. These data were compared to existing results from siblings of individuals with autism spectrum disorder and Down syndrome. Results: Siblings reported that parents showed preferential treatment to the child with WS, but did not report any significant unbalance in the sibling relationship. Neither behavior problems among the individual with WS nor the sibling relationship correlated with sibling self-reported stress. Additionally, WS-Sibs reported significantly less overall stress than siblings of individuals with autism, even when controlling for sibling age and brother/sister behavior problems (B = -1.68, p<.001). Implications: These results can help families and service providers better service families with WS and other intellectual disabilities by identifying factors that are important to siblings. Additionally, further studying the low levels among WS-Sibs can help researchers identify protective factors that can then be used to support families of individuals with other types of disability.",anxiety disorder; autism; brother; child; clinical article; conference abstract; controlled study; Down syndrome; female; human; intellectual impairment; male; physiological stress; problem behavior; scientist; Williams Beuren syndrome,False,Out
Self-reported stress among adolescent siblings of individuals with autism spectrum disorder and Down syndrome,"Despite the prevalence of studies showing increased stress among mothers of individuals with autism spectrum disorders, few studies have examined general stress among typically developing siblings. This study used an online survey to compare the levels of self-reported stress between adolescent siblings of individuals with autism spectrum disorder and Down syndrome. Sibling of individuals with autism reported significantly more overall stress than did siblings of individuals with Down syndrome, as well as more stress specifically attributed to the brother/sister with autism. The two groups did not differ on perceived social support from family and friends. In linear regression models, the disability group (autism vs Down syndrome) was significantly related to sibling stress above and beyond target child behavior problems, perceived social support, and demographic factors. These results help shed light on the daily experiences of adolescent siblings of individuals with autism and call for more research into potential interventions to address increased stress levels.",adolescent; anxiety; article; assessment of humans; autism; caregiver; conflict; coping; Developmental Behavior Checklist; developmental disorder; disability; Down syndrome; emotional stability; family; female; friend; gender; hostility; human; intellectual impairment; Likert scale; major clinical study; male; marriage; mental health; Multidimensional Scale of Perceived Social Support; open ended questionnaire; parental stress; Perceived Stress Scale; physiological stress; priority journal; problem behavior; psychological resilience; school; self report; sibling; Sibling Relationship Inventory; social support,False,Out
Brief report: Sibling feelings toward their brother or sister with or without autism or intellectual disability,"The present study examined 97 adolescent siblings of individuals with autism spectrum disorder (ASD), intellectual and developmental disabilities (IDD), or no disabilities. Siblings reported on their feelings toward their brother or sister (anxiety, hostility, and positive affect), and parents reported on general optimism, child behavior problems, and perceptions of how the child impacts the family, including the sibling. There were no differences between siblings of individuals with ASD and siblings of individuals with IDD on any sibling self-reported feelings toward their brother or sister, though parents of individuals with ASD reported significantly less optimism and more negative perception of the child’s impact on the family than did parents of children with IDD or no disability. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adolescence (13-17 yrs); Adulthood (18 yrs & older); Autism Spectrum Disorders; Brothers; Childhood (birth-12 yrs); Developmental Disabilities; Emotions; Family; Female; Intellectual Development Disorder; Male; School Age (6-12 yrs); Sibling Relations; Siblings; Sisters; Young Adulthood (18-29 yrs),False,Out
"Retraction notice to ""Questions About Behavioral Function (QABF): Adaptation and validation of the Spanish version” [<i>Research in Developmental Disabilities</i><i>34/4</i> (2013) 1248–1255]","Reports the retraction of ""Questions About Behavioral Function (QABF): Adaptation and validation of the Spanish version"" by David Simó-Pinatella, Elisabeth Alomar-Kurz, Josep Font-Roura, Climent Giné, Johnny L. Matson and Ignacio Cifre (<i>Research in Developmental Disabilities</i>, 2013[Apr], Vol 34[4], 1248-1255). This article has been retracted at the request of the Editor in Chief, after review by an independent panel of experts, due to evidence of a compromised peer review process and the failure of one author to disclose significant conflicts of interest. This article is being retracted because it did not include a declaration of a conflict of interest of one author in relation to diagnostic tools which the paper endorses. The same author was also the Editor in Chief of the journal at the time of publication and evidence indicates that the paper was accepted without any independent peer review by external reviewers. (The following abstract of the original article appeared in record [rid]2013-07935-018[/rid]). People with intellectual disabilities (ID) often engage in problem behaviors, such as verbal or physical aggression, property destruction, or self-injury. These behaviors become a challenge for the families and for professionals. Functional behavioral assessment (FBA) is a method used to identify variables that influence or maintain challenging behaviors (CB) and aid in the development of intervention plans. Two major concerns of FBA are that it is time-consuming and requires specialized professionals to interpret data from the natural or experimental environment. Therefore, indirect FBA methods can be used as an alternative. An instrument with excellent psychometric properties that aims to identify the function of behavior is the Questions About Behavioral Function (QABF). This study presents the adaptation of the QABF in Spain. Data from 300 participants with ID and 328 behavioral problems were obtained. An exploratory factor analysis was conducted to identify the components of the QABF, and the test–retest reliability was assessed to evaluate the stability of the QABF over time. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Behavior Problems; Behavioral Assessment; Cross Cultural Test Adaptation; Intellectual Development Disorder; Psychometrics; Test Validity,False,Out
"An analysis of stress, burnout, and work commitment among disability support staff in the UK","Previous research has suggested that challenging behaviour emitted by persons with intellectual and developmental disabilities negatively impacts upon the levels of stress and burnout of those who support and care for them. In the current study a sample of disability support workers in the UK (. N=. 138) reported their levels of perceived stress, burnout, and commitment to their work. The relationship between the frequency and severity of aggressive/destructive behaviours to which they were exposed, and these three measures were examined. Results showed that participants scored lower on measures of burnout in the current study than has been reported by similar research studies in the UK and North America. The results revealed an association between challenging behaviours experienced and participants' perceived stress and emotional exhaustion. Perceived stress and burnout were also associated with participants' commitment to their work. Finally, a series of regression analyses identified a number of predictors of emotional exhaustion, depersonalization, and personal accomplishment among disability support workers. The results and their implications for the consideration of disability support worker wellbeing and future research in this area are discussed.",adult; aggression; article; burnout; depersonalization; developmental disorder; disability support worker; female; health care personnel; human; intellectual impairment; job stress; male; occupational exposure; Perceived Stress Scale; stress assessment; United Kingdom; wellbeing,False,Out
Care staff attributions toward self-injurious behaviour exhibited by adults with intellectual disabilities,"Challenging behaviours may elicit negative emotional reactions and increase stress within care staff. The Leeds Attributional Coding System (LACS) was used to elicit spontaneous causal attributions of staff toward hypothetical clients with challenging behaviours. It was hypothesized that there would be relationships (1) between staff exposure to challenging behaviours and burnout, and (2) between staff cognitions and burnout. Using a cross-sectional correlational design, 41 care staff took part in a 10 minute interview about two vignettes depicting self-injurious behaviour. Staff also completed measures of demographic information and burnout. Participants made attributions toward self-injurious behaviour that were typically internal to the client, uncontrollable, unstable and specific.There was a significant association between number of clients cared for and emotional exhaustion and personal accomplishment. Staff who made fewer stable attributions had higher levels of burnout. There were no other relationships found between staff cognition and burnout. The LACS can be successfully employed in this context, and may have some benefits over other methods. Future research is required to explore the relationship between cognition and burnout. © 2007 Sage Publications.",adult; article; automutilation; burnout; causal attribution; clinical article; cognition; controlled study; correlation analysis; demography; emotional stress; health care personnel; human; hypothesis; intellectual impairment; interview; prevalence; priority journal; scoring system,False,Out
Factors Associated with Self-Injurious Behaviors in Children with Autism Spectrum Disorder: Findings from Two Large National Samples,"In this study, we explored potential associations among self-injurious behaviors (SIB) and a diverse group of protective and risk factors in children with autism spectrum disorder from two databases: Autism and Developmental Disabilities Monitoring (ADDM) Network and the Autism Speaks-Autism Treatment Network (AS-ATN). The presence of SIB was determined from children’s records in ADDM and a parent questionnaire in AS-ATN. We used multiple imputation to account for missing data and a non-linear mixed model with site as a random effect to test for associations. Despite differences between the two databases, similar associations were found; SIB were associated with developmental, behavioral, and somatic factors. Implications of these findings are discussed in relation to possible etiology, future longitudinal studies, and clinical practice.",adaptive behavior; article; autism; automutilation; behavior disorder; child; controlled study; cross-sectional study; data base; developmental disorder; disease association; educational status; female; health insurance; human; intellectual impairment; intelligence quotient; longitudinal study; major clinical study; maladjustment; male; medical record; multicenter study; nonlinear regression analysis; preschool child; priority journal; problem behavior; questionnaire; risk factor; school child; sleep disorder; somatization,False,Out
Perspective of the Increased Number of People With ID Treated With Restraint Measures in Norway,"Background: Restraint and restrictive practices are stigmatizing, have a significant negative impact on the quality of life of people with ID and can cause injuries as well as on staff well-being. Restrictive and coercive interventions are common in services for people with ID, and reducing the use of restraints is crucial due to their severe impact on quality of life. A paradoxical increase in the use of planned/legal restraint measures for individuals with intellectual disabilities in Norway has been registered after the introduction of a law intended to limit such practices (Søndenaa et al. 2015). Survey data from caregivers explored the reasons for this increase. Results suggest that heightened awareness of regulations and previous underreporting as key factors. Methods: A cohort study was designed to identify the perspectives of professionals who were involved in the application of restraint measures. Following these perspectives over a decade and comparing two similar cohorts were also an objective. A total of 457 direct care staff members participated in this survey. Of these, 189 were interviewed in 2013 and 268 in 2024. Results: Over the period of 12 years from 2012 to 2024, we noticed some changes in the cohort. Using a chi-square test, the proportion of men had increased from 24.7% to 35.8% (X (1) = 6.29, p = 0.012), and the proportion of nursing staff (bachelor's degree) had increased from 39.7% to 49.6% (X(2) = 6.67, p = 0.036). Non-significant changes were found in queries of experience, restraint knowledge, practical implications related to restraint measures and the suggestion of unreported restraint measures. Conclusions: More details will be presented.",adult; awareness; caregiver; chi square distribution; coercion; cohort analysis; conference abstract; female; human; intellectual impairment; male; Norway; nursing staff; quality of life; social welfare,False,Out
Video Modeling and Observational Learning to Teach Gaming Access to Students with ASD,"The purpose of this study was to evaluate both video modeling and observational learning to teach age-appropriate recreation and leisure skills (i.e., accessing video games) to students with autism spectrum disorder. Effects of video modeling were evaluated via a multiple probe design across participants and criteria for mastery were based on these results. Secondary measures were collected on observational learning across participants and behaviors. Participants included 4 children with autism, ages 8–11, who were served in self-contained special education classrooms. Results indicated a functional relation between video modeling and increased independence in gaming; observational learning occurred for at least some steps across students. Results, implications for practitioners, limitations, and ideas for future research are discussed.",anxiety disorder; aripiprazole; article; autism; automutilation; case report; Caucasian; child; clonidine; female; human; intellectual impairment; learning; leisure; linguistics; male; motor performance; observational learning; priority journal; psychologist; school child; seizure; social validity; special education; speech therapy; video game; videorecording,False,Out
Victimization of students with autism spectrum disorder: A review of prevalence and risk factors,"Bullying is a serious problem among school-aged youth. Research suggests students with autism spectrum disorder (ASD) are overrepresented as victims within the bullying dynamic. This review synthesizes 21 articles involving prevalence rates of victimization of school-age youth with ASD and factors related to the victimization of youth with ASD. Prevalence studies suggest students with ASD are frequent victims of bullying with victimization rates ranging by study methodology. Studies reporting factors related to the victimization of students with ASD include individual (i.e., characteristics of ASD, social vulnerability, behavior problems, disability, race, academic achievement, and age of student) and contextual (i.e., educational setting, school transportation, parental mental health, parental engagement and confidence, family socioeconomic status, and social support from peers and friendship) factors. Strategies for prevention and intervention are posed. Limitations and directions for future inquiry are addressed. © 2014 Elsevier Ltd.",academic achievement; age; autism; behavior disorder; bullying; dyslexia; friendship; human; hyperkinesia; intellectual impairment; language disability; peer group; prevalence; priority journal; race difference; review; risk factor; self esteem; self report; social status; social support; systematic review; victim,False,Out
